"M","valence","par","item","study","TSlength","scale","MpD","pop","retro","TSlength_c","MpD_c"
0,0,244,3,3,85,1,3,0,1,-15.8562874251497,-2.81428571428571
0,0,244,4,3,85,1,3,0,1,-15.8562874251497,-2.81428571428571
0,1,245,1,3,74,1,3,0,1,-26.8562874251497,-2.81428571428571
0,0,245,2,3,74,1,3,0,1,-26.8562874251497,-2.81428571428571
0,0,245,3,3,74,1,3,0,1,-26.8562874251497,-2.81428571428571
1,0,245,4,3,74,1,3,0,1,-26.8562874251497,-2.81428571428571
0,1,246,1,3,85,1,3,0,1,-15.8562874251497,-2.81428571428571
1,0,246,2,3,85,1,3,0,1,-15.8562874251497,-2.81428571428571
1,0,246,3,3,85,1,3,0,1,-15.8562874251497,-2.81428571428571
1,0,246,4,3,85,1,3,0,1,-15.8562874251497,-2.81428571428571
0,1,247,1,3,87,1,3,0,1,-13.8562874251497,-2.81428571428571
0,0,247,2,3,87,1,3,0,1,-13.8562874251497,-2.81428571428571
1,0,247,3,3,87,1,3,0,1,-13.8562874251497,-2.81428571428571
0,0,247,4,3,87,1,3,0,1,-13.8562874251497,-2.81428571428571
0,1,248,1,3,83,1,3,0,1,-17.8562874251497,-2.81428571428571
0,0,248,2,3,83,1,3,0,1,-17.8562874251497,-2.81428571428571
1,0,248,3,3,83,1,3,0,1,-17.8562874251497,-2.81428571428571
1,0,248,4,3,83,1,3,0,1,-17.8562874251497,-2.81428571428571
0,1,249,1,3,89,1,3,0,1,-11.8562874251497,-2.81428571428571
1,0,249,2,3,89,1,3,0,1,-11.8562874251497,-2.81428571428571
0,0,249,3,3,89,1,3,0,1,-11.8562874251497,-2.81428571428571
0,0,249,4,3,89,1,3,0,1,-11.8562874251497,-2.81428571428571
0,1,250,1,3,87,1,3,0,1,-13.8562874251497,-2.81428571428571
0,0,250,2,3,87,1,3,0,1,-13.8562874251497,-2.81428571428571
1,0,250,3,3,87,1,3,0,1,-13.8562874251497,-2.81428571428571
1,0,250,4,3,87,1,3,0,1,-13.8562874251497,-2.81428571428571
1,1,251,1,3,85,1,3,0,1,-15.8562874251497,-2.81428571428571
1,0,251,2,3,85,1,3,0,1,-15.8562874251497,-2.81428571428571
1,0,251,3,3,85,1,3,0,1,-15.8562874251497,-2.81428571428571
0,0,251,4,3,85,1,3,0,1,-15.8562874251497,-2.81428571428571
0,1,252,1,3,81,1,3,0,1,-19.8562874251497,-2.81428571428571
1,0,252,2,3,81,1,3,0,1,-19.8562874251497,-2.81428571428571
0,0,252,3,3,81,1,3,0,1,-19.8562874251497,-2.81428571428571
0,0,252,4,3,81,1,3,0,1,-19.8562874251497,-2.81428571428571
0,1,253,1,3,80,1,3,0,1,-20.8562874251497,-2.81428571428571
0,0,253,2,3,80,1,3,0,1,-20.8562874251497,-2.81428571428571
0,0,253,3,3,80,1,3,0,1,-20.8562874251497,-2.81428571428571
0,0,253,4,3,80,1,3,0,1,-20.8562874251497,-2.81428571428571
0,1,254,1,3,85,1,3,0,1,-15.8562874251497,-2.81428571428571
0,0,254,2,3,85,1,3,0,1,-15.8562874251497,-2.81428571428571
0,0,254,3,3,85,1,3,0,1,-15.8562874251497,-2.81428571428571
0,0,254,4,3,85,1,3,0,1,-15.8562874251497,-2.81428571428571
0,1,255,1,3,86,1,3,0,1,-14.8562874251497,-2.81428571428571
0,0,255,2,3,86,1,3,0,1,-14.8562874251497,-2.81428571428571
1,0,255,3,3,86,1,3,0,1,-14.8562874251497,-2.81428571428571
0,0,255,4,3,86,1,3,0,1,-14.8562874251497,-2.81428571428571
0,1,256,1,3,83,1,3,0,1,-17.8562874251497,-2.81428571428571
1,0,256,2,3,83,1,3,0,1,-17.8562874251497,-2.81428571428571
1,0,256,3,3,83,1,3,0,1,-17.8562874251497,-2.81428571428571
1,0,256,4,3,83,1,3,0,1,-17.8562874251497,-2.81428571428571
1,1,257,1,3,77,1,3,0,1,-23.8562874251497,-2.81428571428571
1,0,257,2,3,77,1,3,0,1,-23.8562874251497,-2.81428571428571
0,0,257,3,3,77,1,3,0,1,-23.8562874251497,-2.81428571428571
1,0,257,4,3,77,1,3,0,1,-23.8562874251497,-2.81428571428571
0,1,258,1,3,88,1,3,0,1,-12.8562874251497,-2.81428571428571
0,0,258,2,3,88,1,3,0,1,-12.8562874251497,-2.81428571428571
0,0,258,3,3,88,1,3,0,1,-12.8562874251497,-2.81428571428571
0,0,258,4,3,88,1,3,0,1,-12.8562874251497,-2.81428571428571
0,1,259,1,3,87,1,3,0,1,-13.8562874251497,-2.81428571428571
1,0,259,2,3,87,1,3,0,1,-13.8562874251497,-2.81428571428571
1,0,259,3,3,87,1,3,0,1,-13.8562874251497,-2.81428571428571
1,0,259,4,3,87,1,3,0,1,-13.8562874251497,-2.81428571428571
0,1,260,1,3,86,1,3,0,1,-14.8562874251497,-2.81428571428571
0,0,260,2,3,86,1,3,0,1,-14.8562874251497,-2.81428571428571
0,0,260,3,3,86,1,3,0,1,-14.8562874251497,-2.81428571428571
0,0,260,4,3,86,1,3,0,1,-14.8562874251497,-2.81428571428571
0,1,261,1,3,86,1,3,0,1,-14.8562874251497,-2.81428571428571
0,0,261,2,3,86,1,3,0,1,-14.8562874251497,-2.81428571428571
0,0,261,3,3,86,1,3,0,1,-14.8562874251497,-2.81428571428571
0,0,261,4,3,86,1,3,0,1,-14.8562874251497,-2.81428571428571
0,1,262,1,3,86,1,3,0,1,-14.8562874251497,-2.81428571428571
0,0,262,2,3,86,1,3,0,1,-14.8562874251497,-2.81428571428571
1,0,262,3,3,86,1,3,0,1,-14.8562874251497,-2.81428571428571
1,0,262,4,3,86,1,3,0,1,-14.8562874251497,-2.81428571428571
1,1,263,1,3,80,1,3,0,1,-20.8562874251497,-2.81428571428571
1,0,263,2,3,80,1,3,0,1,-20.8562874251497,-2.81428571428571
1,0,263,3,3,80,1,3,0,1,-20.8562874251497,-2.81428571428571
1,0,263,4,3,80,1,3,0,1,-20.8562874251497,-2.81428571428571
0,1,264,1,3,85,1,3,0,1,-15.8562874251497,-2.81428571428571
0,0,264,2,3,85,1,3,0,1,-15.8562874251497,-2.81428571428571
0,0,264,3,3,85,1,3,0,1,-15.8562874251497,-2.81428571428571
0,0,264,4,3,85,1,3,0,1,-15.8562874251497,-2.81428571428571
0,1,265,1,3,84,1,3,0,1,-16.8562874251497,-2.81428571428571
1,0,265,2,3,84,1,3,0,1,-16.8562874251497,-2.81428571428571
0,0,265,3,3,84,1,3,0,1,-16.8562874251497,-2.81428571428571
1,0,265,4,3,84,1,3,0,1,-16.8562874251497,-2.81428571428571
0,1,266,1,3,89,1,3,0,1,-11.8562874251497,-2.81428571428571
1,0,266,2,3,89,1,3,0,1,-11.8562874251497,-2.81428571428571
0,0,266,3,3,89,1,3,0,1,-11.8562874251497,-2.81428571428571
1,0,266,4,3,89,1,3,0,1,-11.8562874251497,-2.81428571428571
0,1,267,1,3,73,1,3,0,1,-27.8562874251497,-2.81428571428571
0,0,267,2,3,73,1,3,0,1,-27.8562874251497,-2.81428571428571
0,0,267,3,3,73,1,3,0,1,-27.8562874251497,-2.81428571428571
0,0,267,4,3,73,1,3,0,1,-27.8562874251497,-2.81428571428571
0,1,268,1,3,89,1,3,0,1,-11.8562874251497,-2.81428571428571
1,0,268,2,3,89,1,3,0,1,-11.8562874251497,-2.81428571428571
1,0,268,3,3,89,1,3,0,1,-11.8562874251497,-2.81428571428571
0,0,268,4,3,89,1,3,0,1,-11.8562874251497,-2.81428571428571
0,1,269,1,3,86,1,3,0,1,-14.8562874251497,-2.81428571428571
0,0,269,2,3,86,1,3,0,1,-14.8562874251497,-2.81428571428571
1,0,269,3,3,86,1,3,0,1,-14.8562874251497,-2.81428571428571
1,0,269,4,3,86,1,3,0,1,-14.8562874251497,-2.81428571428571
1,1,270,1,3,82,1,3,0,1,-18.8562874251497,-2.81428571428571
1,0,270,2,3,82,1,3,0,1,-18.8562874251497,-2.81428571428571
1,0,270,3,3,82,1,3,0,1,-18.8562874251497,-2.81428571428571
1,0,270,4,3,82,1,3,0,1,-18.8562874251497,-2.81428571428571
0,1,271,1,3,79,1,3,0,1,-21.8562874251497,-2.81428571428571
1,0,271,2,3,79,1,3,0,1,-21.8562874251497,-2.81428571428571
0,0,271,3,3,79,1,3,0,1,-21.8562874251497,-2.81428571428571
1,0,271,4,3,79,1,3,0,1,-21.8562874251497,-2.81428571428571
0,1,272,1,3,79,1,3,0,1,-21.8562874251497,-2.81428571428571
0,0,272,2,3,79,1,3,0,1,-21.8562874251497,-2.81428571428571
1,0,272,3,3,79,1,3,0,1,-21.8562874251497,-2.81428571428571
0,0,272,4,3,79,1,3,0,1,-21.8562874251497,-2.81428571428571
0,1,273,1,3,80,1,3,0,1,-20.8562874251497,-2.81428571428571
0,0,273,2,3,80,1,3,0,1,-20.8562874251497,-2.81428571428571
0,0,273,3,3,80,1,3,0,1,-20.8562874251497,-2.81428571428571
0,0,273,4,3,80,1,3,0,1,-20.8562874251497,-2.81428571428571
0,1,274,1,3,84,1,3,0,1,-16.8562874251497,-2.81428571428571
1,0,274,2,3,84,1,3,0,1,-16.8562874251497,-2.81428571428571
1,0,274,3,3,84,1,3,0,1,-16.8562874251497,-2.81428571428571
0,0,274,4,3,84,1,3,0,1,-16.8562874251497,-2.81428571428571
0,1,275,1,3,79,1,3,0,1,-21.8562874251497,-2.81428571428571
0,0,275,2,3,79,1,3,0,1,-21.8562874251497,-2.81428571428571
0,0,275,3,3,79,1,3,0,1,-21.8562874251497,-2.81428571428571
0,0,275,4,3,79,1,3,0,1,-21.8562874251497,-2.81428571428571
0,1,276,1,3,85,1,3,0,1,-15.8562874251497,-2.81428571428571
0,0,276,2,3,85,1,3,0,1,-15.8562874251497,-2.81428571428571
1,0,276,3,3,85,1,3,0,1,-15.8562874251497,-2.81428571428571
0,0,276,4,3,85,1,3,0,1,-15.8562874251497,-2.81428571428571
0,1,277,1,3,76,1,3,0,1,-24.8562874251497,-2.81428571428571
1,0,277,2,3,76,1,3,0,1,-24.8562874251497,-2.81428571428571
1,0,277,3,3,76,1,3,0,1,-24.8562874251497,-2.81428571428571
1,0,277,4,3,76,1,3,0,1,-24.8562874251497,-2.81428571428571
0,1,278,1,3,84,1,3,0,1,-16.8562874251497,-2.81428571428571
1,0,278,2,3,84,1,3,0,1,-16.8562874251497,-2.81428571428571
1,0,278,3,3,84,1,3,0,1,-16.8562874251497,-2.81428571428571
0,0,278,4,3,84,1,3,0,1,-16.8562874251497,-2.81428571428571
0,1,279,1,3,88,1,3,0,1,-12.8562874251497,-2.81428571428571
1,0,279,2,3,88,1,3,0,1,-12.8562874251497,-2.81428571428571
0,0,279,3,3,88,1,3,0,1,-12.8562874251497,-2.81428571428571
0,0,279,4,3,88,1,3,0,1,-12.8562874251497,-2.81428571428571
0,1,280,1,3,77,1,3,0,1,-23.8562874251497,-2.81428571428571
1,0,280,2,3,77,1,3,0,1,-23.8562874251497,-2.81428571428571
1,0,280,3,3,77,1,3,0,1,-23.8562874251497,-2.81428571428571
1,0,280,4,3,77,1,3,0,1,-23.8562874251497,-2.81428571428571
0,1,281,1,3,88,1,3,0,1,-12.8562874251497,-2.81428571428571
0,0,281,2,3,88,1,3,0,1,-12.8562874251497,-2.81428571428571
0,0,281,3,3,88,1,3,0,1,-12.8562874251497,-2.81428571428571
0,0,281,4,3,88,1,3,0,1,-12.8562874251497,-2.81428571428571
1,1,282,1,3,82,1,3,0,1,-18.8562874251497,-2.81428571428571
1,0,282,2,3,82,1,3,0,1,-18.8562874251497,-2.81428571428571
0,0,282,3,3,82,1,3,0,1,-18.8562874251497,-2.81428571428571
1,0,282,4,3,82,1,3,0,1,-18.8562874251497,-2.81428571428571
0,1,283,1,3,84,1,3,0,1,-16.8562874251497,-2.81428571428571
0,0,283,2,3,84,1,3,0,1,-16.8562874251497,-2.81428571428571
0,0,283,3,3,84,1,3,0,1,-16.8562874251497,-2.81428571428571
0,0,283,4,3,84,1,3,0,1,-16.8562874251497,-2.81428571428571
0,1,284,1,3,84,1,3,0,1,-16.8562874251497,-2.81428571428571
1,0,284,2,3,84,1,3,0,1,-16.8562874251497,-2.81428571428571
1,0,284,3,3,84,1,3,0,1,-16.8562874251497,-2.81428571428571
1,0,284,4,3,84,1,3,0,1,-16.8562874251497,-2.81428571428571
0,1,285,1,3,80,1,3,0,1,-20.8562874251497,-2.81428571428571
1,0,285,2,3,80,1,3,0,1,-20.8562874251497,-2.81428571428571
1,0,285,3,3,80,1,3,0,1,-20.8562874251497,-2.81428571428571
0,0,285,4,3,80,1,3,0,1,-20.8562874251497,-2.81428571428571
0,1,286,1,3,82,1,3,0,1,-18.8562874251497,-2.81428571428571
1,0,286,2,3,82,1,3,0,1,-18.8562874251497,-2.81428571428571
1,0,286,3,3,82,1,3,0,1,-18.8562874251497,-2.81428571428571
1,0,286,4,3,82,1,3,0,1,-18.8562874251497,-2.81428571428571
0,1,287,1,3,89,1,3,0,1,-11.8562874251497,-2.81428571428571
1,0,287,2,3,89,1,3,0,1,-11.8562874251497,-2.81428571428571
1,0,287,3,3,89,1,3,0,1,-11.8562874251497,-2.81428571428571
1,0,287,4,3,89,1,3,0,1,-11.8562874251497,-2.81428571428571
1,1,288,1,3,83,1,3,0,1,-17.8562874251497,-2.81428571428571
1,0,288,2,3,83,1,3,0,1,-17.8562874251497,-2.81428571428571
1,0,288,3,3,83,1,3,0,1,-17.8562874251497,-2.81428571428571
1,0,288,4,3,83,1,3,0,1,-17.8562874251497,-2.81428571428571
0,1,289,1,3,87,1,3,0,1,-13.8562874251497,-2.81428571428571
1,0,289,2,3,87,1,3,0,1,-13.8562874251497,-2.81428571428571
1,0,289,3,3,87,1,3,0,1,-13.8562874251497,-2.81428571428571
1,0,289,4,3,87,1,3,0,1,-13.8562874251497,-2.81428571428571
1,1,290,1,3,78,1,3,0,1,-22.8562874251497,-2.81428571428571
0,0,290,2,3,78,1,3,0,1,-22.8562874251497,-2.81428571428571
0,0,290,3,3,78,1,3,0,1,-22.8562874251497,-2.81428571428571
0,0,290,4,3,78,1,3,0,1,-22.8562874251497,-2.81428571428571
1,1,291,1,3,88,1,3,0,1,-12.8562874251497,-2.81428571428571
1,0,291,2,3,88,1,3,0,1,-12.8562874251497,-2.81428571428571
1,0,291,3,3,88,1,3,0,1,-12.8562874251497,-2.81428571428571
1,0,291,4,3,88,1,3,0,1,-12.8562874251497,-2.81428571428571
0,1,292,1,3,85,1,3,0,1,-15.8562874251497,-2.81428571428571
0,0,292,2,3,85,1,3,0,1,-15.8562874251497,-2.81428571428571
0,0,292,3,3,85,1,3,0,1,-15.8562874251497,-2.81428571428571
0,0,292,4,3,85,1,3,0,1,-15.8562874251497,-2.81428571428571
0,1,293,1,3,86,1,3,0,1,-14.8562874251497,-2.81428571428571
0,0,293,2,3,86,1,3,0,1,-14.8562874251497,-2.81428571428571
0,0,293,3,3,86,1,3,0,1,-14.8562874251497,-2.81428571428571
0,0,293,4,3,86,1,3,0,1,-14.8562874251497,-2.81428571428571
0,1,294,1,3,86,1,3,0,1,-14.8562874251497,-2.81428571428571
0,0,294,2,3,86,1,3,0,1,-14.8562874251497,-2.81428571428571
1,0,294,3,3,86,1,3,0,1,-14.8562874251497,-2.81428571428571
1,0,294,4,3,86,1,3,0,1,-14.8562874251497,-2.81428571428571
0,1,295,1,3,82,1,3,0,1,-18.8562874251497,-2.81428571428571
0,0,295,2,3,82,1,3,0,1,-18.8562874251497,-2.81428571428571
0,0,295,3,3,82,1,3,0,1,-18.8562874251497,-2.81428571428571
0,0,295,4,3,82,1,3,0,1,-18.8562874251497,-2.81428571428571
0,1,296,1,3,85,1,3,0,1,-15.8562874251497,-2.81428571428571
1,0,296,2,3,85,1,3,0,1,-15.8562874251497,-2.81428571428571
0,0,296,3,3,85,1,3,0,1,-15.8562874251497,-2.81428571428571
1,0,296,4,3,85,1,3,0,1,-15.8562874251497,-2.81428571428571
0,1,297,1,3,90,1,3,0,1,-10.8562874251497,-2.81428571428571
0,0,297,2,3,90,1,3,0,1,-10.8562874251497,-2.81428571428571
0,0,297,3,3,90,1,3,0,1,-10.8562874251497,-2.81428571428571
0,0,297,4,3,90,1,3,0,1,-10.8562874251497,-2.81428571428571
0,1,298,1,3,81,1,3,0,1,-19.8562874251497,-2.81428571428571
1,0,298,2,3,81,1,3,0,1,-19.8562874251497,-2.81428571428571
1,0,298,3,3,81,1,3,0,1,-19.8562874251497,-2.81428571428571
0,0,298,4,3,81,1,3,0,1,-19.8562874251497,-2.81428571428571
1,1,299,1,3,88,1,3,0,1,-12.8562874251497,-2.81428571428571
1,0,299,2,3,88,1,3,0,1,-12.8562874251497,-2.81428571428571
1,0,299,3,3,88,1,3,0,1,-12.8562874251497,-2.81428571428571
1,0,299,4,3,88,1,3,0,1,-12.8562874251497,-2.81428571428571
0,1,300,1,3,76,1,3,0,1,-24.8562874251497,-2.81428571428571
1,0,300,2,3,76,1,3,0,1,-24.8562874251497,-2.81428571428571
1,0,300,3,3,76,1,3,0,1,-24.8562874251497,-2.81428571428571
0,0,300,4,3,76,1,3,0,1,-24.8562874251497,-2.81428571428571
1,1,301,1,3,80,1,3,0,1,-20.8562874251497,-2.81428571428571
1,0,301,2,3,80,1,3,0,1,-20.8562874251497,-2.81428571428571
0,0,301,3,3,80,1,3,0,1,-20.8562874251497,-2.81428571428571
0,0,301,4,3,80,1,3,0,1,-20.8562874251497,-2.81428571428571
0,1,302,1,3,79,1,3,0,1,-21.8562874251497,-2.81428571428571
0,0,302,2,3,79,1,3,0,1,-21.8562874251497,-2.81428571428571
1,0,302,3,3,79,1,3,0,1,-21.8562874251497,-2.81428571428571
0,0,302,4,3,79,1,3,0,1,-21.8562874251497,-2.81428571428571
1,1,303,1,3,73,1,3,0,1,-27.8562874251497,-2.81428571428571
1,0,303,2,3,73,1,3,0,1,-27.8562874251497,-2.81428571428571
1,0,303,3,3,73,1,3,0,1,-27.8562874251497,-2.81428571428571
1,0,303,4,3,73,1,3,0,1,-27.8562874251497,-2.81428571428571
0,1,304,1,3,90,1,3,0,1,-10.8562874251497,-2.81428571428571
0,0,304,2,3,90,1,3,0,1,-10.8562874251497,-2.81428571428571
0,0,304,3,3,90,1,3,0,1,-10.8562874251497,-2.81428571428571
0,0,304,4,3,90,1,3,0,1,-10.8562874251497,-2.81428571428571
0,1,305,1,3,83,1,3,0,1,-17.8562874251497,-2.81428571428571
1,0,305,2,3,83,1,3,0,1,-17.8562874251497,-2.81428571428571
1,0,305,3,3,83,1,3,0,1,-17.8562874251497,-2.81428571428571
1,0,305,4,3,83,1,3,0,1,-17.8562874251497,-2.81428571428571
0,1,306,1,3,79,1,3,0,1,-21.8562874251497,-2.81428571428571
0,0,306,2,3,79,1,3,0,1,-21.8562874251497,-2.81428571428571
0,0,306,3,3,79,1,3,0,1,-21.8562874251497,-2.81428571428571
0,0,306,4,3,79,1,3,0,1,-21.8562874251497,-2.81428571428571
0,1,307,1,3,87,1,3,0,1,-13.8562874251497,-2.81428571428571
1,0,307,2,3,87,1,3,0,1,-13.8562874251497,-2.81428571428571
1,0,307,3,3,87,1,3,0,1,-13.8562874251497,-2.81428571428571
1,0,307,4,3,87,1,3,0,1,-13.8562874251497,-2.81428571428571
0,1,308,1,3,86,1,3,0,1,-14.8562874251497,-2.81428571428571
1,0,308,2,3,86,1,3,0,1,-14.8562874251497,-2.81428571428571
1,0,308,3,3,86,1,3,0,1,-14.8562874251497,-2.81428571428571
0,0,308,4,3,86,1,3,0,1,-14.8562874251497,-2.81428571428571
0,1,309,1,3,85,1,3,0,1,-15.8562874251497,-2.81428571428571
0,0,309,2,3,85,1,3,0,1,-15.8562874251497,-2.81428571428571
1,0,309,3,3,85,1,3,0,1,-15.8562874251497,-2.81428571428571
1,0,309,4,3,85,1,3,0,1,-15.8562874251497,-2.81428571428571
0,1,310,1,3,88,1,3,0,1,-12.8562874251497,-2.81428571428571
1,0,310,2,3,88,1,3,0,1,-12.8562874251497,-2.81428571428571
1,0,310,3,3,88,1,3,0,1,-12.8562874251497,-2.81428571428571
1,0,310,4,3,88,1,3,0,1,-12.8562874251497,-2.81428571428571
0,1,311,1,3,82,1,3,0,1,-18.8562874251497,-2.81428571428571
0,0,311,2,3,82,1,3,0,1,-18.8562874251497,-2.81428571428571
0,0,311,3,3,82,1,3,0,1,-18.8562874251497,-2.81428571428571
0,0,311,4,3,82,1,3,0,1,-18.8562874251497,-2.81428571428571
0,1,312,1,3,84,1,3,0,1,-16.8562874251497,-2.81428571428571
1,0,312,2,3,84,1,3,0,1,-16.8562874251497,-2.81428571428571
0,0,312,3,3,84,1,3,0,1,-16.8562874251497,-2.81428571428571
1,0,312,4,3,84,1,3,0,1,-16.8562874251497,-2.81428571428571
0,1,313,1,3,86,1,3,0,1,-14.8562874251497,-2.81428571428571
1,0,313,2,3,86,1,3,0,1,-14.8562874251497,-2.81428571428571
0,0,313,3,3,86,1,3,0,1,-14.8562874251497,-2.81428571428571
0,0,313,4,3,86,1,3,0,1,-14.8562874251497,-2.81428571428571
1,1,314,1,3,84,1,3,0,1,-16.8562874251497,-2.81428571428571
0,0,314,2,3,84,1,3,0,1,-16.8562874251497,-2.81428571428571
1,0,314,3,3,84,1,3,0,1,-16.8562874251497,-2.81428571428571
1,0,314,4,3,84,1,3,0,1,-16.8562874251497,-2.81428571428571
0,1,315,1,3,86,1,3,0,1,-14.8562874251497,-2.81428571428571
1,0,315,2,3,86,1,3,0,1,-14.8562874251497,-2.81428571428571
1,0,315,3,3,86,1,3,0,1,-14.8562874251497,-2.81428571428571
0,0,315,4,3,86,1,3,0,1,-14.8562874251497,-2.81428571428571
1,1,316,1,3,88,1,3,0,1,-12.8562874251497,-2.81428571428571
1,0,316,2,3,88,1,3,0,1,-12.8562874251497,-2.81428571428571
0,0,316,3,3,88,1,3,0,1,-12.8562874251497,-2.81428571428571
1,0,316,4,3,88,1,3,0,1,-12.8562874251497,-2.81428571428571
0,1,317,1,3,87,1,3,0,1,-13.8562874251497,-2.81428571428571
1,0,317,2,3,87,1,3,0,1,-13.8562874251497,-2.81428571428571
1,0,317,3,3,87,1,3,0,1,-13.8562874251497,-2.81428571428571
0,0,317,4,3,87,1,3,0,1,-13.8562874251497,-2.81428571428571
0,1,318,1,3,73,1,3,0,1,-27.8562874251497,-2.81428571428571
0,0,318,2,3,73,1,3,0,1,-27.8562874251497,-2.81428571428571
0,0,318,3,3,73,1,3,0,1,-27.8562874251497,-2.81428571428571
0,0,318,4,3,73,1,3,0,1,-27.8562874251497,-2.81428571428571
0,1,319,1,3,87,1,3,0,1,-13.8562874251497,-2.81428571428571
1,0,319,2,3,87,1,3,0,1,-13.8562874251497,-2.81428571428571
1,0,319,3,3,87,1,3,0,1,-13.8562874251497,-2.81428571428571
1,0,319,4,3,87,1,3,0,1,-13.8562874251497,-2.81428571428571
0,1,320,1,3,83,1,3,0,1,-17.8562874251497,-2.81428571428571
1,0,320,2,3,83,1,3,0,1,-17.8562874251497,-2.81428571428571
1,0,320,3,3,83,1,3,0,1,-17.8562874251497,-2.81428571428571
0,0,320,4,3,83,1,3,0,1,-17.8562874251497,-2.81428571428571
0,1,321,1,3,82,1,3,0,1,-18.8562874251497,-2.81428571428571
1,0,321,2,3,82,1,3,0,1,-18.8562874251497,-2.81428571428571
1,0,321,3,3,82,1,3,0,1,-18.8562874251497,-2.81428571428571
0,0,321,4,3,82,1,3,0,1,-18.8562874251497,-2.81428571428571
0,1,322,1,3,85,1,3,0,1,-15.8562874251497,-2.81428571428571
0,0,322,2,3,85,1,3,0,1,-15.8562874251497,-2.81428571428571
0,0,322,3,3,85,1,3,0,1,-15.8562874251497,-2.81428571428571
0,0,322,4,3,85,1,3,0,1,-15.8562874251497,-2.81428571428571
0,1,323,1,3,83,1,3,0,1,-17.8562874251497,-2.81428571428571
1,0,323,2,3,83,1,3,0,1,-17.8562874251497,-2.81428571428571
1,0,323,3,3,83,1,3,0,1,-17.8562874251497,-2.81428571428571
1,0,323,4,3,83,1,3,0,1,-17.8562874251497,-2.81428571428571
0,1,324,1,3,86,1,3,0,1,-14.8562874251497,-2.81428571428571
1,0,324,2,3,86,1,3,0,1,-14.8562874251497,-2.81428571428571
1,0,324,3,3,86,1,3,0,1,-14.8562874251497,-2.81428571428571
0,0,324,4,3,86,1,3,0,1,-14.8562874251497,-2.81428571428571
0,1,325,1,3,81,1,3,0,1,-19.8562874251497,-2.81428571428571
0,0,325,2,3,81,1,3,0,1,-19.8562874251497,-2.81428571428571
1,0,325,3,3,81,1,3,0,1,-19.8562874251497,-2.81428571428571
0,0,325,4,3,81,1,3,0,1,-19.8562874251497,-2.81428571428571
0,1,326,1,3,88,1,3,0,1,-12.8562874251497,-2.81428571428571
0,0,326,2,3,88,1,3,0,1,-12.8562874251497,-2.81428571428571
0,0,326,3,3,88,1,3,0,1,-12.8562874251497,-2.81428571428571
0,0,326,4,3,88,1,3,0,1,-12.8562874251497,-2.81428571428571
0,1,327,1,3,87,1,3,0,1,-13.8562874251497,-2.81428571428571
1,0,327,2,3,87,1,3,0,1,-13.8562874251497,-2.81428571428571
0,0,327,3,3,87,1,3,0,1,-13.8562874251497,-2.81428571428571
0,0,327,4,3,87,1,3,0,1,-13.8562874251497,-2.81428571428571
0,1,328,1,3,85,1,3,0,1,-15.8562874251497,-2.81428571428571
1,0,328,2,3,85,1,3,0,1,-15.8562874251497,-2.81428571428571
1,0,328,3,3,85,1,3,0,1,-15.8562874251497,-2.81428571428571
0,0,328,4,3,85,1,3,0,1,-15.8562874251497,-2.81428571428571
0,1,329,1,3,83,1,3,0,1,-17.8562874251497,-2.81428571428571
1,0,329,2,3,83,1,3,0,1,-17.8562874251497,-2.81428571428571
1,0,329,3,3,83,1,3,0,1,-17.8562874251497,-2.81428571428571
1,0,329,4,3,83,1,3,0,1,-17.8562874251497,-2.81428571428571
0,1,330,1,3,88,1,3,0,1,-12.8562874251497,-2.81428571428571
1,0,330,2,3,88,1,3,0,1,-12.8562874251497,-2.81428571428571
1,0,330,3,3,88,1,3,0,1,-12.8562874251497,-2.81428571428571
0,0,330,4,3,88,1,3,0,1,-12.8562874251497,-2.81428571428571
0,1,331,1,3,84,1,3,0,1,-16.8562874251497,-2.81428571428571
0,0,331,2,3,84,1,3,0,1,-16.8562874251497,-2.81428571428571
0,0,331,3,3,84,1,3,0,1,-16.8562874251497,-2.81428571428571
0,0,331,4,3,84,1,3,0,1,-16.8562874251497,-2.81428571428571
0,1,332,1,3,85,1,3,0,1,-15.8562874251497,-2.81428571428571
0,0,332,2,3,85,1,3,0,1,-15.8562874251497,-2.81428571428571
0,0,332,3,3,85,1,3,0,1,-15.8562874251497,-2.81428571428571
0,0,332,4,3,85,1,3,0,1,-15.8562874251497,-2.81428571428571
0,1,333,1,3,87,1,3,0,1,-13.8562874251497,-2.81428571428571
0,0,333,2,3,87,1,3,0,1,-13.8562874251497,-2.81428571428571
0,0,333,3,3,87,1,3,0,1,-13.8562874251497,-2.81428571428571
0,0,333,4,3,87,1,3,0,1,-13.8562874251497,-2.81428571428571
0,1,334,1,3,77,1,3,0,1,-23.8562874251497,-2.81428571428571
0,0,334,2,3,77,1,3,0,1,-23.8562874251497,-2.81428571428571
0,0,334,3,3,77,1,3,0,1,-23.8562874251497,-2.81428571428571
1,0,334,4,3,77,1,3,0,1,-23.8562874251497,-2.81428571428571
0,1,335,1,3,80,1,3,0,1,-20.8562874251497,-2.81428571428571
1,0,335,2,3,80,1,3,0,1,-20.8562874251497,-2.81428571428571
1,0,335,3,3,80,1,3,0,1,-20.8562874251497,-2.81428571428571
1,0,335,4,3,80,1,3,0,1,-20.8562874251497,-2.81428571428571
0,1,336,1,3,86,1,3,0,1,-14.8562874251497,-2.81428571428571
