"M","valence","par","item","study","TSlength","scale","MpD","pop","retro","TSlength_c","MpD_c"
0,0,614,17,7,63,0,3.7,1,0,-37.8562874251497,-2.11428571428571
0,0,614,18,7,63,0,3.7,1,0,-37.8562874251497,-2.11428571428571
0,0,614,19,7,63,0,3.7,1,0,-37.8562874251497,-2.11428571428571
0,0,614,20,7,63,0,3.7,1,0,-37.8562874251497,-2.11428571428571
0,0,614,21,7,63,0,3.7,1,0,-37.8562874251497,-2.11428571428571
0,1,614,22,7,63,0,3.7,1,0,-37.8562874251497,-2.11428571428571
0,1,614,23,7,63,0,3.7,1,0,-37.8562874251497,-2.11428571428571
0,1,614,24,7,63,0,3.7,1,0,-37.8562874251497,-2.11428571428571
0,1,614,25,7,63,0,3.7,1,0,-37.8562874251497,-2.11428571428571
0,1,614,26,7,63,0,3.7,1,0,-37.8562874251497,-2.11428571428571
0,1,614,27,7,63,0,3.7,1,0,-37.8562874251497,-2.11428571428571
0,1,614,28,7,63,0,3.7,1,0,-37.8562874251497,-2.11428571428571
0,1,614,29,7,63,0,3.7,1,0,-37.8562874251497,-2.11428571428571
0,1,614,30,7,63,0,3.7,1,0,-37.8562874251497,-2.11428571428571
0,1,614,31,7,63,0,3.7,1,0,-37.8562874251497,-2.11428571428571
0,0,615,1,7,56,0,3.7,1,0,-44.8562874251497,-2.11428571428571
0,0,615,2,7,56,0,3.7,1,0,-44.8562874251497,-2.11428571428571
0,0,615,3,7,56,0,3.7,1,0,-44.8562874251497,-2.11428571428571
0,0,615,8,7,56,0,3.7,1,0,-44.8562874251497,-2.11428571428571
0,0,615,10,7,56,0,3.7,1,0,-44.8562874251497,-2.11428571428571
0,0,615,12,7,56,0,3.7,1,0,-44.8562874251497,-2.11428571428571
0,0,615,17,7,56,0,3.7,1,0,-44.8562874251497,-2.11428571428571
0,0,615,18,7,56,0,3.7,1,0,-44.8562874251497,-2.11428571428571
0,0,615,19,7,56,0,3.7,1,0,-44.8562874251497,-2.11428571428571
0,0,615,20,7,56,0,3.7,1,0,-44.8562874251497,-2.11428571428571
0,0,615,21,7,56,0,3.7,1,0,-44.8562874251497,-2.11428571428571
0,1,615,22,7,56,0,3.7,1,0,-44.8562874251497,-2.11428571428571
0,1,615,23,7,56,0,3.7,1,0,-44.8562874251497,-2.11428571428571
0,1,615,24,7,56,0,3.7,1,0,-44.8562874251497,-2.11428571428571
0,1,615,25,7,56,0,3.7,1,0,-44.8562874251497,-2.11428571428571
0,1,615,26,7,56,0,3.7,1,0,-44.8562874251497,-2.11428571428571
0,1,615,27,7,56,0,3.7,1,0,-44.8562874251497,-2.11428571428571
0,1,615,28,7,56,0,3.7,1,0,-44.8562874251497,-2.11428571428571
0,1,615,29,7,56,0,3.7,1,0,-44.8562874251497,-2.11428571428571
0,1,615,30,7,56,0,3.7,1,0,-44.8562874251497,-2.11428571428571
0,1,615,31,7,56,0,3.7,1,0,-44.8562874251497,-2.11428571428571
0,0,616,3,7,106,0,3.7,1,0,5.1437125748503,-2.11428571428571
0,0,616,6,7,106,0,3.7,1,0,5.1437125748503,-2.11428571428571
0,0,616,8,7,106,0,3.7,1,0,5.1437125748503,-2.11428571428571
0,0,616,10,7,106,0,3.7,1,0,5.1437125748503,-2.11428571428571
0,0,616,13,7,106,0,3.7,1,0,5.1437125748503,-2.11428571428571
0,0,616,17,7,106,0,3.7,1,0,5.1437125748503,-2.11428571428571
0,0,616,19,7,106,0,3.7,1,0,5.1437125748503,-2.11428571428571
0,0,616,20,7,106,0,3.7,1,0,5.1437125748503,-2.11428571428571
0,0,616,21,7,106,0,3.7,1,0,5.1437125748503,-2.11428571428571
0,1,616,22,7,106,0,3.7,1,0,5.1437125748503,-2.11428571428571
0,1,616,23,7,106,0,3.7,1,0,5.1437125748503,-2.11428571428571
0,1,616,24,7,106,0,3.7,1,0,5.1437125748503,-2.11428571428571
0,1,616,25,7,106,0,3.7,1,0,5.1437125748503,-2.11428571428571
0,1,616,26,7,106,0,3.7,1,0,5.1437125748503,-2.11428571428571
0,1,616,27,7,106,0,3.7,1,0,5.1437125748503,-2.11428571428571
0,1,616,28,7,106,0,3.7,1,0,5.1437125748503,-2.11428571428571
0,1,616,29,7,106,0,3.7,1,0,5.1437125748503,-2.11428571428571
0,1,616,30,7,106,0,3.7,1,0,5.1437125748503,-2.11428571428571
0,1,616,31,7,106,0,3.7,1,0,5.1437125748503,-2.11428571428571
0,0,617,1,7,62,0,3.7,1,0,-38.8562874251497,-2.11428571428571
0,0,617,2,7,62,0,3.7,1,0,-38.8562874251497,-2.11428571428571
0,0,617,3,7,62,0,3.7,1,0,-38.8562874251497,-2.11428571428571
0,0,617,4,7,62,0,3.7,1,0,-38.8562874251497,-2.11428571428571
0,0,617,6,7,62,0,3.7,1,0,-38.8562874251497,-2.11428571428571
0,0,617,7,7,62,0,3.7,1,0,-38.8562874251497,-2.11428571428571
0,0,617,8,7,62,0,3.7,1,0,-38.8562874251497,-2.11428571428571
0,0,617,9,7,62,0,3.7,1,0,-38.8562874251497,-2.11428571428571
0,0,617,10,7,62,0,3.7,1,0,-38.8562874251497,-2.11428571428571
0,0,617,11,7,62,0,3.7,1,0,-38.8562874251497,-2.11428571428571
0,0,617,12,7,62,0,3.7,1,0,-38.8562874251497,-2.11428571428571
0,0,617,13,7,62,0,3.7,1,0,-38.8562874251497,-2.11428571428571
0,0,617,15,7,62,0,3.7,1,0,-38.8562874251497,-2.11428571428571
0,0,617,16,7,62,0,3.7,1,0,-38.8562874251497,-2.11428571428571
0,0,617,17,7,62,0,3.7,1,0,-38.8562874251497,-2.11428571428571
0,0,617,18,7,62,0,3.7,1,0,-38.8562874251497,-2.11428571428571
0,0,617,19,7,62,0,3.7,1,0,-38.8562874251497,-2.11428571428571
0,0,617,20,7,62,0,3.7,1,0,-38.8562874251497,-2.11428571428571
0,0,617,21,7,62,0,3.7,1,0,-38.8562874251497,-2.11428571428571
0,1,617,22,7,62,0,3.7,1,0,-38.8562874251497,-2.11428571428571
0,1,617,23,7,62,0,3.7,1,0,-38.8562874251497,-2.11428571428571
0,1,617,24,7,62,0,3.7,1,0,-38.8562874251497,-2.11428571428571
0,1,617,25,7,62,0,3.7,1,0,-38.8562874251497,-2.11428571428571
0,1,617,26,7,62,0,3.7,1,0,-38.8562874251497,-2.11428571428571
0,1,617,27,7,62,0,3.7,1,0,-38.8562874251497,-2.11428571428571
0,1,617,28,7,62,0,3.7,1,0,-38.8562874251497,-2.11428571428571
0,1,617,29,7,62,0,3.7,1,0,-38.8562874251497,-2.11428571428571
0,1,617,30,7,62,0,3.7,1,0,-38.8562874251497,-2.11428571428571
0,0,618,1,7,68,0,3.7,1,0,-32.8562874251497,-2.11428571428571
0,0,618,3,7,68,0,3.7,1,0,-32.8562874251497,-2.11428571428571
0,0,618,4,7,68,0,3.7,1,0,-32.8562874251497,-2.11428571428571
0,0,618,5,7,68,0,3.7,1,0,-32.8562874251497,-2.11428571428571
0,0,618,6,7,68,0,3.7,1,0,-32.8562874251497,-2.11428571428571
0,0,618,8,7,68,0,3.7,1,0,-32.8562874251497,-2.11428571428571
0,0,618,9,7,68,0,3.7,1,0,-32.8562874251497,-2.11428571428571
0,0,618,10,7,68,0,3.7,1,0,-32.8562874251497,-2.11428571428571
0,0,618,11,7,68,0,3.7,1,0,-32.8562874251497,-2.11428571428571
0,0,618,12,7,68,0,3.7,1,0,-32.8562874251497,-2.11428571428571
0,0,618,13,7,68,0,3.7,1,0,-32.8562874251497,-2.11428571428571
0,0,618,15,7,68,0,3.7,1,0,-32.8562874251497,-2.11428571428571
0,0,618,16,7,68,0,3.7,1,0,-32.8562874251497,-2.11428571428571
0,0,618,17,7,68,0,3.7,1,0,-32.8562874251497,-2.11428571428571
0,0,618,18,7,68,0,3.7,1,0,-32.8562874251497,-2.11428571428571
0,0,618,19,7,68,0,3.7,1,0,-32.8562874251497,-2.11428571428571
0,0,618,21,7,68,0,3.7,1,0,-32.8562874251497,-2.11428571428571
0,1,618,22,7,68,0,3.7,1,0,-32.8562874251497,-2.11428571428571
0,1,618,23,7,68,0,3.7,1,0,-32.8562874251497,-2.11428571428571
0,1,618,24,7,68,0,3.7,1,0,-32.8562874251497,-2.11428571428571
0,1,618,25,7,68,0,3.7,1,0,-32.8562874251497,-2.11428571428571
0,1,618,26,7,68,0,3.7,1,0,-32.8562874251497,-2.11428571428571
0,1,618,27,7,68,0,3.7,1,0,-32.8562874251497,-2.11428571428571
0,1,618,28,7,68,0,3.7,1,0,-32.8562874251497,-2.11428571428571
0,1,618,29,7,68,0,3.7,1,0,-32.8562874251497,-2.11428571428571
0,1,618,30,7,68,0,3.7,1,0,-32.8562874251497,-2.11428571428571
0,1,618,31,7,68,0,3.7,1,0,-32.8562874251497,-2.11428571428571
0,0,619,1,7,83,0,3.7,1,0,-17.8562874251497,-2.11428571428571
0,0,619,2,7,83,0,3.7,1,0,-17.8562874251497,-2.11428571428571
0,0,619,3,7,83,0,3.7,1,0,-17.8562874251497,-2.11428571428571
0,0,619,4,7,83,0,3.7,1,0,-17.8562874251497,-2.11428571428571
0,0,619,5,7,83,0,3.7,1,0,-17.8562874251497,-2.11428571428571
0,0,619,6,7,83,0,3.7,1,0,-17.8562874251497,-2.11428571428571
0,0,619,7,7,83,0,3.7,1,0,-17.8562874251497,-2.11428571428571
0,0,619,8,7,83,0,3.7,1,0,-17.8562874251497,-2.11428571428571
0,0,619,9,7,83,0,3.7,1,0,-17.8562874251497,-2.11428571428571
0,0,619,10,7,83,0,3.7,1,0,-17.8562874251497,-2.11428571428571
0,0,619,11,7,83,0,3.7,1,0,-17.8562874251497,-2.11428571428571
0,0,619,12,7,83,0,3.7,1,0,-17.8562874251497,-2.11428571428571
0,0,619,13,7,83,0,3.7,1,0,-17.8562874251497,-2.11428571428571
0,0,619,14,7,83,0,3.7,1,0,-17.8562874251497,-2.11428571428571
0,0,619,15,7,83,0,3.7,1,0,-17.8562874251497,-2.11428571428571
0,0,619,17,7,83,0,3.7,1,0,-17.8562874251497,-2.11428571428571
0,0,619,18,7,83,0,3.7,1,0,-17.8562874251497,-2.11428571428571
0,0,619,19,7,83,0,3.7,1,0,-17.8562874251497,-2.11428571428571
0,0,619,20,7,83,0,3.7,1,0,-17.8562874251497,-2.11428571428571
0,0,619,21,7,83,0,3.7,1,0,-17.8562874251497,-2.11428571428571
0,1,619,22,7,83,0,3.7,1,0,-17.8562874251497,-2.11428571428571
0,1,619,23,7,83,0,3.7,1,0,-17.8562874251497,-2.11428571428571
0,1,619,24,7,83,0,3.7,1,0,-17.8562874251497,-2.11428571428571
0,1,619,25,7,83,0,3.7,1,0,-17.8562874251497,-2.11428571428571
0,1,619,26,7,83,0,3.7,1,0,-17.8562874251497,-2.11428571428571
0,1,619,27,7,83,0,3.7,1,0,-17.8562874251497,-2.11428571428571
0,1,619,28,7,83,0,3.7,1,0,-17.8562874251497,-2.11428571428571
0,1,619,29,7,83,0,3.7,1,0,-17.8562874251497,-2.11428571428571
0,1,619,30,7,83,0,3.7,1,0,-17.8562874251497,-2.11428571428571
0,1,619,31,7,83,0,3.7,1,0,-17.8562874251497,-2.11428571428571
0,0,620,3,7,31,0,3.7,1,0,-69.8562874251497,-2.11428571428571
0,0,620,6,7,31,0,3.7,1,0,-69.8562874251497,-2.11428571428571
0,1,620,22,7,31,0,3.7,1,0,-69.8562874251497,-2.11428571428571
0,1,620,23,7,31,0,3.7,1,0,-69.8562874251497,-2.11428571428571
0,1,620,24,7,31,0,3.7,1,0,-69.8562874251497,-2.11428571428571
0,1,620,26,7,31,0,3.7,1,0,-69.8562874251497,-2.11428571428571
0,1,620,27,7,31,0,3.7,1,0,-69.8562874251497,-2.11428571428571
0,1,620,29,7,31,0,3.7,1,0,-69.8562874251497,-2.11428571428571
0,0,621,1,7,94,0,3.7,1,0,-6.8562874251497,-2.11428571428571
0,0,621,3,7,94,0,3.7,1,0,-6.8562874251497,-2.11428571428571
0,0,621,5,7,94,0,3.7,1,0,-6.8562874251497,-2.11428571428571
0,0,621,6,7,94,0,3.7,1,0,-6.8562874251497,-2.11428571428571
0,0,621,7,7,94,0,3.7,1,0,-6.8562874251497,-2.11428571428571
0,0,621,8,7,94,0,3.7,1,0,-6.8562874251497,-2.11428571428571
0,0,621,9,7,94,0,3.7,1,0,-6.8562874251497,-2.11428571428571
0,0,621,10,7,94,0,3.7,1,0,-6.8562874251497,-2.11428571428571
0,0,621,11,7,94,0,3.7,1,0,-6.8562874251497,-2.11428571428571
0,0,621,12,7,94,0,3.7,1,0,-6.8562874251497,-2.11428571428571
0,0,621,13,7,94,0,3.7,1,0,-6.8562874251497,-2.11428571428571
0,0,621,14,7,94,0,3.7,1,0,-6.8562874251497,-2.11428571428571
0,0,621,15,7,94,0,3.7,1,0,-6.8562874251497,-2.11428571428571
0,0,621,16,7,94,0,3.7,1,0,-6.8562874251497,-2.11428571428571
0,0,621,17,7,94,0,3.7,1,0,-6.8562874251497,-2.11428571428571
0,0,621,18,7,94,0,3.7,1,0,-6.8562874251497,-2.11428571428571
0,0,621,19,7,94,0,3.7,1,0,-6.8562874251497,-2.11428571428571
0,0,621,20,7,94,0,3.7,1,0,-6.8562874251497,-2.11428571428571
0,0,621,21,7,94,0,3.7,1,0,-6.8562874251497,-2.11428571428571
0,1,621,22,7,94,0,3.7,1,0,-6.8562874251497,-2.11428571428571
0,1,621,23,7,94,0,3.7,1,0,-6.8562874251497,-2.11428571428571
0,1,621,24,7,94,0,3.7,1,0,-6.8562874251497,-2.11428571428571
0,1,621,25,7,94,0,3.7,1,0,-6.8562874251497,-2.11428571428571
0,1,621,26,7,94,0,3.7,1,0,-6.8562874251497,-2.11428571428571
0,1,621,27,7,94,0,3.7,1,0,-6.8562874251497,-2.11428571428571
0,1,621,28,7,94,0,3.7,1,0,-6.8562874251497,-2.11428571428571
0,1,621,29,7,94,0,3.7,1,0,-6.8562874251497,-2.11428571428571
0,1,621,30,7,94,0,3.7,1,0,-6.8562874251497,-2.11428571428571
0,1,621,31,7,94,0,3.7,1,0,-6.8562874251497,-2.11428571428571
0,0,622,1,7,81,0,3.7,1,0,-19.8562874251497,-2.11428571428571
0,0,622,2,7,81,0,3.7,1,0,-19.8562874251497,-2.11428571428571
0,0,622,3,7,81,0,3.7,1,0,-19.8562874251497,-2.11428571428571
0,0,622,4,7,81,0,3.7,1,0,-19.8562874251497,-2.11428571428571
0,0,622,6,7,81,0,3.7,1,0,-19.8562874251497,-2.11428571428571
0,0,622,8,7,81,0,3.7,1,0,-19.8562874251497,-2.11428571428571
0,0,622,9,7,81,0,3.7,1,0,-19.8562874251497,-2.11428571428571
0,0,622,10,7,81,0,3.7,1,0,-19.8562874251497,-2.11428571428571
0,0,622,12,7,81,0,3.7,1,0,-19.8562874251497,-2.11428571428571
0,0,622,13,7,81,0,3.7,1,0,-19.8562874251497,-2.11428571428571
0,0,622,15,7,81,0,3.7,1,0,-19.8562874251497,-2.11428571428571
0,0,622,16,7,81,0,3.7,1,0,-19.8562874251497,-2.11428571428571
0,0,622,17,7,81,0,3.7,1,0,-19.8562874251497,-2.11428571428571
0,0,622,18,7,81,0,3.7,1,0,-19.8562874251497,-2.11428571428571
0,0,622,19,7,81,0,3.7,1,0,-19.8562874251497,-2.11428571428571
0,1,622,22,7,81,0,3.7,1,0,-19.8562874251497,-2.11428571428571
0,1,622,23,7,81,0,3.7,1,0,-19.8562874251497,-2.11428571428571
0,1,622,24,7,81,0,3.7,1,0,-19.8562874251497,-2.11428571428571
0,1,622,26,7,81,0,3.7,1,0,-19.8562874251497,-2.11428571428571
0,1,622,27,7,81,0,3.7,1,0,-19.8562874251497,-2.11428571428571
0,1,622,29,7,81,0,3.7,1,0,-19.8562874251497,-2.11428571428571
0,1,622,30,7,81,0,3.7,1,0,-19.8562874251497,-2.11428571428571
0,1,622,31,7,81,0,3.7,1,0,-19.8562874251497,-2.11428571428571
0,0,623,1,7,72,0,3.7,1,0,-28.8562874251497,-2.11428571428571
0,0,623,2,7,72,0,3.7,1,0,-28.8562874251497,-2.11428571428571
0,0,623,3,7,72,0,3.7,1,0,-28.8562874251497,-2.11428571428571
0,0,623,4,7,72,0,3.7,1,0,-28.8562874251497,-2.11428571428571
0,0,623,5,7,72,0,3.7,1,0,-28.8562874251497,-2.11428571428571
0,0,623,6,7,72,0,3.7,1,0,-28.8562874251497,-2.11428571428571
0,0,623,7,7,72,0,3.7,1,0,-28.8562874251497,-2.11428571428571
0,0,623,8,7,72,0,3.7,1,0,-28.8562874251497,-2.11428571428571
0,0,623,9,7,72,0,3.7,1,0,-28.8562874251497,-2.11428571428571
0,0,623,10,7,72,0,3.7,1,0,-28.8562874251497,-2.11428571428571
0,0,623,11,7,72,0,3.7,1,0,-28.8562874251497,-2.11428571428571
0,0,623,12,7,72,0,3.7,1,0,-28.8562874251497,-2.11428571428571
0,0,623,13,7,72,0,3.7,1,0,-28.8562874251497,-2.11428571428571
0,0,623,14,7,72,0,3.7,1,0,-28.8562874251497,-2.11428571428571
0,0,623,15,7,72,0,3.7,1,0,-28.8562874251497,-2.11428571428571
0,0,623,16,7,72,0,3.7,1,0,-28.8562874251497,-2.11428571428571
0,0,623,17,7,72,0,3.7,1,0,-28.8562874251497,-2.11428571428571
0,0,623,18,7,72,0,3.7,1,0,-28.8562874251497,-2.11428571428571
0,0,623,19,7,72,0,3.7,1,0,-28.8562874251497,-2.11428571428571
0,0,623,20,7,72,0,3.7,1,0,-28.8562874251497,-2.11428571428571
0,0,623,21,7,72,0,3.7,1,0,-28.8562874251497,-2.11428571428571
0,1,623,22,7,72,0,3.7,1,0,-28.8562874251497,-2.11428571428571
0,1,623,23,7,72,0,3.7,1,0,-28.8562874251497,-2.11428571428571
0,1,623,24,7,72,0,3.7,1,0,-28.8562874251497,-2.11428571428571
0,1,623,25,7,72,0,3.7,1,0,-28.8562874251497,-2.11428571428571
0,1,623,26,7,72,0,3.7,1,0,-28.8562874251497,-2.11428571428571
0,1,623,27,7,72,0,3.7,1,0,-28.8562874251497,-2.11428571428571
0,1,623,28,7,72,0,3.7,1,0,-28.8562874251497,-2.11428571428571
0,1,623,29,7,72,0,3.7,1,0,-28.8562874251497,-2.11428571428571
0,1,623,30,7,72,0,3.7,1,0,-28.8562874251497,-2.11428571428571
0,1,623,31,7,72,0,3.7,1,0,-28.8562874251497,-2.11428571428571
0,0,624,2,7,80,0,3.7,1,0,-20.8562874251497,-2.11428571428571
0,0,624,3,7,80,0,3.7,1,0,-20.8562874251497,-2.11428571428571
0,0,624,4,7,80,0,3.7,1,0,-20.8562874251497,-2.11428571428571
0,0,624,5,7,80,0,3.7,1,0,-20.8562874251497,-2.11428571428571
0,0,624,6,7,80,0,3.7,1,0,-20.8562874251497,-2.11428571428571
0,0,624,8,7,80,0,3.7,1,0,-20.8562874251497,-2.11428571428571
0,0,624,10,7,80,0,3.7,1,0,-20.8562874251497,-2.11428571428571
0,0,624,13,7,80,0,3.7,1,0,-20.8562874251497,-2.11428571428571
0,0,624,14,7,80,0,3.7,1,0,-20.8562874251497,-2.11428571428571
0,0,624,15,7,80,0,3.7,1,0,-20.8562874251497,-2.11428571428571
0,0,624,16,7,80,0,3.7,1,0,-20.8562874251497,-2.11428571428571
0,0,624,17,7,80,0,3.7,1,0,-20.8562874251497,-2.11428571428571
0,0,624,18,7,80,0,3.7,1,0,-20.8562874251497,-2.11428571428571
0,0,624,19,7,80,0,3.7,1,0,-20.8562874251497,-2.11428571428571
0,0,624,20,7,80,0,3.7,1,0,-20.8562874251497,-2.11428571428571
0,0,624,21,7,80,0,3.7,1,0,-20.8562874251497,-2.11428571428571
0,1,624,22,7,80,0,3.7,1,0,-20.8562874251497,-2.11428571428571
0,1,624,23,7,80,0,3.7,1,0,-20.8562874251497,-2.11428571428571
0,1,624,24,7,80,0,3.7,1,0,-20.8562874251497,-2.11428571428571
0,1,624,25,7,80,0,3.7,1,0,-20.8562874251497,-2.11428571428571
0,1,624,26,7,80,0,3.7,1,0,-20.8562874251497,-2.11428571428571
0,1,624,27,7,80,0,3.7,1,0,-20.8562874251497,-2.11428571428571
0,1,624,28,7,80,0,3.7,1,0,-20.8562874251497,-2.11428571428571
0,1,624,29,7,80,0,3.7,1,0,-20.8562874251497,-2.11428571428571
0,1,624,30,7,80,0,3.7,1,0,-20.8562874251497,-2.11428571428571
0,1,624,31,7,80,0,3.7,1,0,-20.8562874251497,-2.11428571428571
0,0,625,1,7,48,0,3.7,1,0,-52.8562874251497,-2.11428571428571
0,0,625,2,7,48,0,3.7,1,0,-52.8562874251497,-2.11428571428571
0,0,625,3,7,48,0,3.7,1,0,-52.8562874251497,-2.11428571428571
0,0,625,4,7,48,0,3.7,1,0,-52.8562874251497,-2.11428571428571
0,0,625,5,7,48,0,3.7,1,0,-52.8562874251497,-2.11428571428571
0,0,625,6,7,48,0,3.7,1,0,-52.8562874251497,-2.11428571428571
0,0,625,7,7,48,0,3.7,1,0,-52.8562874251497,-2.11428571428571
0,0,625,8,7,48,0,3.7,1,0,-52.8562874251497,-2.11428571428571
0,0,625,9,7,48,0,3.7,1,0,-52.8562874251497,-2.11428571428571
0,0,625,10,7,48,0,3.7,1,0,-52.8562874251497,-2.11428571428571
0,0,625,11,7,48,0,3.7,1,0,-52.8562874251497,-2.11428571428571
0,0,625,12,7,48,0,3.7,1,0,-52.8562874251497,-2.11428571428571
0,0,625,13,7,48,0,3.7,1,0,-52.8562874251497,-2.11428571428571
0,0,625,14,7,48,0,3.7,1,0,-52.8562874251497,-2.11428571428571
0,0,625,15,7,48,0,3.7,1,0,-52.8562874251497,-2.11428571428571
0,0,625,16,7,48,0,3.7,1,0,-52.8562874251497,-2.11428571428571
0,0,625,17,7,48,0,3.7,1,0,-52.8562874251497,-2.11428571428571
0,0,625,18,7,48,0,3.7,1,0,-52.8562874251497,-2.11428571428571
0,0,625,19,7,48,0,3.7,1,0,-52.8562874251497,-2.11428571428571
0,0,625,20,7,48,0,3.7,1,0,-52.8562874251497,-2.11428571428571
0,0,625,21,7,48,0,3.7,1,0,-52.8562874251497,-2.11428571428571
0,1,625,22,7,48,0,3.7,1,0,-52.8562874251497,-2.11428571428571
0,1,625,23,7,48,0,3.7,1,0,-52.8562874251497,-2.11428571428571
0,1,625,24,7,48,0,3.7,1,0,-52.8562874251497,-2.11428571428571
0,1,625,25,7,48,0,3.7,1,0,-52.8562874251497,-2.11428571428571
0,1,625,26,7,48,0,3.7,1,0,-52.8562874251497,-2.11428571428571
0,1,625,27,7,48,0,3.7,1,0,-52.8562874251497,-2.11428571428571
0,1,625,29,7,48,0,3.7,1,0,-52.8562874251497,-2.11428571428571
0,1,625,30,7,48,0,3.7,1,0,-52.8562874251497,-2.11428571428571
0,1,625,31,7,48,0,3.7,1,0,-52.8562874251497,-2.11428571428571
0,0,626,1,7,90,0,3.7,1,0,-10.8562874251497,-2.11428571428571
0,0,626,2,7,90,0,3.7,1,0,-10.8562874251497,-2.11428571428571
0,0,626,3,7,90,0,3.7,1,0,-10.8562874251497,-2.11428571428571
0,0,626,4,7,90,0,3.7,1,0,-10.8562874251497,-2.11428571428571
0,0,626,5,7,90,0,3.7,1,0,-10.8562874251497,-2.11428571428571
0,0,626,6,7,90,0,3.7,1,0,-10.8562874251497,-2.11428571428571
0,0,626,7,7,90,0,3.7,1,0,-10.8562874251497,-2.11428571428571
0,0,626,8,7,90,0,3.7,1,0,-10.8562874251497,-2.11428571428571
0,0,626,9,7,90,0,3.7,1,0,-10.8562874251497,-2.11428571428571
0,0,626,10,7,90,0,3.7,1,0,-10.8562874251497,-2.11428571428571
0,0,626,11,7,90,0,3.7,1,0,-10.8562874251497,-2.11428571428571
0,0,626,12,7,90,0,3.7,1,0,-10.8562874251497,-2.11428571428571
0,0,626,13,7,90,0,3.7,1,0,-10.8562874251497,-2.11428571428571
0,0,626,14,7,90,0,3.7,1,0,-10.8562874251497,-2.11428571428571
0,0,626,15,7,90,0,3.7,1,0,-10.8562874251497,-2.11428571428571
0,0,626,16,7,90,0,3.7,1,0,-10.8562874251497,-2.11428571428571
0,0,626,17,7,90,0,3.7,1,0,-10.8562874251497,-2.11428571428571
0,0,626,18,7,90,0,3.7,1,0,-10.8562874251497,-2.11428571428571
0,0,626,19,7,90,0,3.7,1,0,-10.8562874251497,-2.11428571428571
0,0,626,20,7,90,0,3.7,1,0,-10.8562874251497,-2.11428571428571
0,0,626,21,7,90,0,3.7,1,0,-10.8562874251497,-2.11428571428571
0,1,626,22,7,90,0,3.7,1,0,-10.8562874251497,-2.11428571428571
0,1,626,23,7,90,0,3.7,1,0,-10.8562874251497,-2.11428571428571
0,1,626,24,7,90,0,3.7,1,0,-10.8562874251497,-2.11428571428571
0,1,626,25,7,90,0,3.7,1,0,-10.8562874251497,-2.11428571428571
0,1,626,26,7,90,0,3.7,1,0,-10.8562874251497,-2.11428571428571
0,1,626,27,7,90,0,3.7,1,0,-10.8562874251497,-2.11428571428571
0,1,626,28,7,90,0,3.7,1,0,-10.8562874251497,-2.11428571428571
0,1,626,29,7,90,0,3.7,1,0,-10.8562874251497,-2.11428571428571
0,1,626,30,7,90,0,3.7,1,0,-10.8562874251497,-2.11428571428571
0,1,626,31,7,90,0,3.7,1,0,-10.8562874251497,-2.11428571428571
0,0,627,1,7,52,0,3.7,1,0,-48.8562874251497,-2.11428571428571
0,0,627,2,7,52,0,3.7,1,0,-48.8562874251497,-2.11428571428571
0,0,627,3,7,52,0,3.7,1,0,-48.8562874251497,-2.11428571428571
0,0,627,4,7,52,0,3.7,1,0,-48.8562874251497,-2.11428571428571
0,0,627,5,7,52,0,3.7,1,0,-48.8562874251497,-2.11428571428571
0,0,627,6,7,52,0,3.7,1,0,-48.8562874251497,-2.11428571428571
0,0,627,7,7,52,0,3.7,1,0,-48.8562874251497,-2.11428571428571
0,0,627,8,7,52,0,3.7,1,0,-48.8562874251497,-2.11428571428571
0,0,627,9,7,52,0,3.7,1,0,-48.8562874251497,-2.11428571428571
0,0,627,10,7,52,0,3.7,1,0,-48.8562874251497,-2.11428571428571
0,0,627,12,7,52,0,3.7,1,0,-48.8562874251497,-2.11428571428571
0,0,627,13,7,52,0,3.7,1,0,-48.8562874251497,-2.11428571428571
0,0,627,14,7,52,0,3.7,1,0,-48.8562874251497,-2.11428571428571
0,0,627,15,7,52,0,3.7,1,0,-48.8562874251497,-2.11428571428571
0,0,627,16,7,52,0,3.7,1,0,-48.8562874251497,-2.11428571428571
0,0,627,17,7,52,0,3.7,1,0,-48.8562874251497,-2.11428571428571
0,0,627,18,7,52,0,3.7,1,0,-48.8562874251497,-2.11428571428571
0,0,627,19,7,52,0,3.7,1,0,-48.8562874251497,-2.11428571428571
0,0,627,20,7,52,0,3.7,1,0,-48.8562874251497,-2.11428571428571
0,0,627,21,7,52,0,3.7,1,0,-48.8562874251497,-2.11428571428571
0,1,627,22,7,52,0,3.7,1,0,-48.8562874251497,-2.11428571428571
0,1,627,23,7,52,0,3.7,1,0,-48.8562874251497,-2.11428571428571
0,1,627,24,7,52,0,3.7,1,0,-48.8562874251497,-2.11428571428571
0,1,627,25,7,52,0,3.7,1,0,-48.8562874251497,-2.11428571428571
0,1,627,26,7,52,0,3.7,1,0,-48.8562874251497,-2.11428571428571
0,1,627,27,7,52,0,3.7,1,0,-48.8562874251497,-2.11428571428571
0,1,627,28,7,52,0,3.7,1,0,-48.8562874251497,-2.11428571428571
0,1,627,29,7,52,0,3.7,1,0,-48.8562874251497,-2.11428571428571
0,1,627,30,7,52,0,3.7,1,0,-48.8562874251497,-2.11428571428571
0,1,627,31,7,52,0,3.7,1,0,-48.8562874251497,-2.11428571428571
0,0,628,1,7,15,0,3.7,1,0,-85.8562874251497,-2.11428571428571
